u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,junction,width,access,tunnel
365331005,365330695,0,"[1099832552, 1079496659]",residential,2,50,J. Lukšos-Daumanto g.,False,,False,72.59707537695469,"LINESTRING (23.9282291 54.9217687, 23.9280406 54.921796, 23.9279432 54.921811, 23.9274648 54.9218846, 23.927131 54.921936)",,,,,
365331005,364864525,0,"[315879069, 1127725015]",secondary,4,50,Sukilėlių pr.,False,,True,156.2245215250441,"LINESTRING (23.9282291 54.9217687, 23.9282112 54.9216365, 23.9281981 54.9215397, 23.9281429 54.9211444, 23.9280345 54.9203682)",,,,,
365331005,364864586,0,1127725016,secondary,4,50,Sukilėlių pr.,False,,False,39.793840066260756,"LINESTRING (23.9282291 54.9217687, 23.9282561 54.9219521, 23.9282816 54.9221253)",,,,,
365331268,363586275,0,"[1099666085, 32493423]",residential,,,Varduvos g.,False,,False,299.5438697101339,"LINESTRING (23.93418 54.9240385, 23.9361405 54.9237409, 23.9374475 54.9235492, 23.9384139 54.9233997, 23.9386052 54.923393, 23.9386419 54.9234064, 23.9387079 54.923427)",,,,,
365331268,363586273,0,62263449,unclassified,2,50,Kalniečių g.,False,,False,232.80547739435866,"LINESTRING (23.93418 54.9240385, 23.9343817 54.9244171, 23.9345111 54.9246615, 23.9345354 54.9247074, 23.9345869 54.9248224, 23.934669 54.9249591, 23.9347534 54.9250614, 23.9348443 54.9251234, 23.934984 54.9252187, 23.9351277 54.9253136, 23.9352924 54.9253941, 23.9354158 54.9254434, 23.9355689 54.925494, 23.935934 54.9256102, 23.9360596 54.9256485, 23.9361404 54.9256732)",,,,,
365331268,181324222,0,1049390255,unclassified,2,50,Kalniečių g.,False,,True,104.07074349526866,"LINESTRING (23.93418 54.9240385, 23.9338184 54.9233481, 23.9337963 54.9233056, 23.9337111 54.9231422)",,,,,
365332226,365332524,0,553620487,residential,,,Šermuonėlių g.,False,,False,169.57697345880212,"LINESTRING (23.9316564 54.9191995, 23.9315933 54.9192092, 23.9290935 54.9195946)",,,,,
365332226,181324221,0,1123087526,residential,,30,Kalniečių g.,False,,False,67.52546642888169,"LINESTRING (23.9316564 54.9191995, 23.9319263 54.9197258, 23.9319551 54.919782)",,,,,
365332226,364849204,0,1123087526,residential,,30,Kalniečių g.,False,,True,63.250052986844416,"LINESTRING (23.9316564 54.9191995, 23.9315554 54.9190055, 23.9313667 54.9186556)",,,,,
365332524,365769750,0,32493344,residential,,,Voveraičių g.,False,,False,67.330098765823,"LINESTRING (23.9290935 54.9195946, 23.9291727 54.9201984)",,,,,
365332524,365330203,0,32493344,residential,,,Voveraičių g.,False,,True,213.45406942498977,"LINESTRING (23.9290935 54.9195946, 23.929041 54.9192125, 23.9290649 54.9191759, 23.9291066 54.9191381, 23.9292252 54.9190715, 23.9301407 54.9186815, 23.9303314 54.9186002, 23.9304637 54.9185412, 23.9306139 54.9184964, 23.9310987 54.9184074, 23.9312313 54.9183838)",,,,,
365332524,365332226,0,553620487,residential,,,Šermuonėlių g.,False,,True,169.57697345880212,"LINESTRING (23.9290935 54.9195946, 23.9315933 54.9192092, 23.9316564 54.9191995)",,,,,
365336608,364339698,0,"[312215819, 759238935]",primary,4,50,K. Petrausko g.,False,,False,75.17242579891682,"LINESTRING (23.9295894 54.9079914, 23.929685 54.9079126, 23.9299364 54.9077055, 23.9302113 54.907477, 23.9302623 54.907437)",,,,,
365336608,181323994,0,"[312215818, 882997391]",residential,,,Č. Sasnausko g.,False,,False,193.88224028020568,"LINESTRING (23.9295894 54.9079914, 23.9297269 54.9080468, 23.9304052 54.9083201, 23.9305688 54.9083858, 23.9306004 54.9083986, 23.9307997 54.9084787, 23.9315471 54.9087797, 23.9317424 54.9088583, 23.9320698 54.9089948)",,,,,
365336608,428758082,0,"[17506536, 1122896803, 1208435727]",residential,,"['30', '50']",Č. Sasnausko g.,False,,True,300.97414079090083,"LINESTRING (23.9295894 54.9079914, 23.9294811 54.9079514, 23.9293633 54.9079079, 23.9290764 54.907802, 23.9287814 54.9076931, 23.9262684 54.9067653, 23.9259522 54.9066486, 23.9256278 54.9065288)",,,,,
365336608,60349631,0,"[1122896805, 271145862, 1307657031]",primary,4,50,K. Petrausko g.,False,,True,100.11801970936166,"LINESTRING (23.9295894 54.9079914, 23.9291798 54.9083386, 23.928842 54.9086248, 23.9287071 54.9087353)",,,,,
365341912,365347713,0,64497037,secondary,3,50,Užnerio g.,True,,False,29.056663765724796,"LINESTRING (23.8989994 54.9384519, 23.8989633 54.9383947, 23.8989329 54.9383282, 23.8988892 54.9381989)",,,,,
365341915,334637098,0,567838957,secondary,4,50,Užnerio g.,False,,True,46.4435621293548,"LINESTRING (23.8985594 54.9369406, 23.8984442 54.9365282)",,,,,
365341915,365343313,0,32494148,trunk_link,1,50,,True,,False,41.467510638587065,"LINESTRING (23.8985594 54.9369406, 23.8984232 54.9368424, 23.8982997 54.93679, 23.8981734 54.9367735, 23.8980262 54.9367678)",,,,,
365341915,489538064,0,"[567838952, 567838965, 35007741]",secondary,5,50,Užnerio g.,False,,"[False, True]",102.25939870677405,"LINESTRING (23.8985594 54.9369406, 23.8985894 54.9370479, 23.898809 54.9377745, 23.8988338 54.9378466)",yes,,,,
365342418,1025244817,0,1099617037,residential,2,50,Užnerio g.,False,,True,36.72840389152916,"LINESTRING (23.9042648 54.944791, 23.9045228 54.9450862)",,,,,
365342418,1025244728,0,"[1099617032, 88245222]",residential,,,Tekmės g.,False,,False,270.64674706836445,"LINESTRING (23.9042648 54.944791, 23.9049196 54.9446096, 23.9055096 54.9444614, 23.9081746 54.9438547)",,,,,
365342418,10742416260,0,1099617037,residential,2,50,Užnerio g.,False,,False,315.4006454409984,"LINESTRING (23.9042648 54.944791, 23.9021945 54.9423193, 23.9021138 54.942238)",,,,,
365343313,334637098,0,32494401,trunk_link,1,50,,True,,False,39.606553782429756,"LINESTRING (23.8980262 54.9367678, 23.8981729 54.9367347, 23.8982721 54.936699, 23.8983569 54.9366348, 23.8984442 54.9365282)",,,,,
365343313,365343316,0,40434653,trunk_link,2,50,,False,,False,41.98852306519684,"LINESTRING (23.8980262 54.9367678, 23.8978462 54.9367906, 23.897707 54.9368109, 23.8976051 54.9368449, 23.8975317 54.9368918, 23.8974839 54.9369434)",,,,,
365343316,365343317,0,40434652,trunk_link,1,50,,True,,False,47.486379775483535,"LINESTRING (23.8974839 54.9369434, 23.8974853 54.9370502, 23.8975194 54.9371216, 23.8976051 54.93718, 23.8977219 54.9372163, 23.8978823 54.9372324)",,,,,
365343316,365343313,0,40434653,trunk_link,2,50,,False,,True,41.988523065196844,"LINESTRING (23.8974839 54.9369434, 23.8975317 54.9368918, 23.8976051 54.9368449, 23.897707 54.9368109, 23.8978462 54.9367906, 23.8980262 54.9367678)",,,,,
365343317,718492559,0,664213691,trunk_link,2,50,,True,,False,146.93304972781138,"LINESTRING (23.8978823 54.9372324, 23.898108 54.9371994, 23.8983793 54.9371656, 23.8986203 54.9371478, 23.89904 54.9371401, 23.8998473 54.9371301, 23.9001656 54.9371156)",,,,,
365344175,334637098,0,691513984,secondary,4,50,Užnerio g.,False,,False,95.7583375829462,"LINESTRING (23.898183 54.9356802, 23.8984442 54.9365282)",,,,,
365344175,409755235,0,"[885308737, 8111722]",secondary,"['5', '4']",50,Kuršių g.,False,,True,902.8547434491319,"LINESTRING (23.898183 54.9356802, 23.8977823 54.9357243, 23.8976201 54.9357394, 23.8973466 54.9357609, 23.8969712 54.9357903, 23.8967112 54.9358126, 23.8964915 54.9358291, 23.8963617 54.9358373, 23.8960053 54.9358596, 23.8954273 54.9358959, 23.893809 54.9359949, 23.8933781 54.9360205, 23.8929776 54.9360443, 23.8926382 54.9360644, 23.8915525 54.9361252, 23.8910686 54.9361523, 23.8907434 54.9361706, 23.890171 54.9361826, 23.8898401 54.9361777, 23.8894915 54.9361602, 23.8891687 54.9361318, 23.8889301 54.9361121, 23.8883141 54.9360559, 23.8874565 54.9359812, 23.8871686 54.9359561, 23.8863882 54.9358891, 23.8856609 54.9358259, 23.8855644 54.9358173, 23.8852007 54.9357849, 23.8851659 54.9357822, 23.8845579 54.9357296, 23.8845019 54.9357248, 23.8841633 54.9356956)",,,,,
365344175,882544106,0,"[1152695361, 1152695362, 1344874737]",residential,"['2', '4']",50,Kuršių g.,False,,False,251.13269959682066,"LINESTRING (23.898183 54.9356802, 23.8984555 54.9356286, 23.8989178 54.935513, 23.8991606 54.9354523, 23.8998557 54.9352769, 23.900075 54.9352201, 23.9002166 54.9351835, 23.9005022 54.9351097, 23.9017797 54.9347708)",,,,,
365344175,3220104621,0,"[1152695363, 167923365]",secondary,"['5', '4']",50,Jotvingių g.,False,,True,316.4502971953862,"LINESTRING (23.898183 54.9356802, 23.898097 54.9354213, 23.8979966 54.9351373, 23.8979628 54.9350334, 23.8972793 54.93297, 23.8972505 54.9328852)",,,,,
365347537,2522020363,0,32494466,trunk_link,1,50,,True,,False,52.44610804288271,"LINESTRING (23.8975059 54.9379604, 23.8973329 54.9378194, 23.8972302 54.9377602, 23.8970967 54.937727, 23.8968685 54.9377115)",,,,,
365347537,458914432,0,40434654,trunk_link,2,50,,False,,False,65.74974767151755,"LINESTRING (23.8975059 54.9379604, 23.8975598 54.9380131, 23.8976575 54.9380583, 23.897779 54.9380892, 23.8978968 54.9381048, 23.898029 54.9381022, 23.8984347 54.9380629)",,,,,
365347538,2522020363,0,992134944,trunk_link,1,50,,True,,False,55.135184181018865,"LINESTRING (23.8977265 54.9376575, 23.8968685 54.9377115)",,,,,
365347538,365347537,0,32494532,trunk_link,1,50,,True,,False,39.3822316476096,"LINESTRING (23.8977265 54.9376575, 23.8976031 54.9377131, 23.8975254 54.9377727, 23.8974969 54.9378462, 23.8975059 54.9379604)",,,,,
365347713,5464619421,0,1069971164,secondary,2,50,Užnerio g.,True,,False,19.18340243607154,"LINESTRING (23.8988892 54.9381989, 23.8988938 54.9380264)",,,,,
365347713,458914432,0,40434646,trunk_link,1,50,,True,,False,34.28494113518687,"LINESTRING (23.8988892 54.9381989, 23.8988203 54.9381498, 23.8987964 54.9381358, 23.8986898 54.9380912, 23.8985826 54.9380723, 23.8984347 54.9380629)",,,,,
365348625,365347538,0,686185466,trunk_link,2,50,,True,,False,108.61409213644455,"LINESTRING (23.8993987 54.9375741, 23.8991885 54.9376085, 23.8989672 54.9376488, 23.8987647 54.9376675, 23.8985708 54.9376795, 23.8983844 54.937668, 23.8981712 54.9376472, 23.8980009 54.9376441, 23.8977265 54.9376575)",,,,,
365349019,365348625,0,948653855,trunk_link,1,50,,True,,False,58.03017352901752,"LINESTRING (23.9003027 54.9375225, 23.8993987 54.9375741)",,,,,
365349019,489538067,0,"[743509166, 1071111367]",trunk_link,"['2', '1']",50,,True,,False,54.869187655952224,"LINESTRING (23.9003027 54.9375225, 23.9001097 54.9375663, 23.8999926 54.9376083, 23.8999304 54.9376824, 23.8998995 54.9377613, 23.8999194 54.9378926)",,,,,
365351504,948086126,0,81365093,residential,,,Agronomijos g.,False,,True,252.5308625238728,"LINESTRING (23.8865323 54.9460306, 23.8859859 54.9456596, 23.8850393 54.9450662, 23.8845625 54.9447673, 23.8839096 54.9443315)",,,,,
365351504,246643872,0,746681207,secondary,2,50,Vytėnų g.,False,,True,157.83631329047202,"LINESTRING (23.8865323 54.9460306, 23.8849517 54.9469565, 23.8847973 54.9470414)",,,,,
365351504,365351505,0,746681208,secondary,2,50,Vytėnų g.,False,,False,85.93979968191086,"LINESTRING (23.8865323 54.9460306, 23.8869065 54.9458364, 23.8872855 54.9456508, 23.887433 54.9455948, 23.887582 54.9455522)",,,,,
365351504,948084404,0,762520758,residential,,,Agronomijos g.,False,,False,346.85361966618166,"LINESTRING (23.8865323 54.9460306, 23.8882806 54.9470958, 23.8902578 54.9483004)",,,,,
365351505,948085542,0,81365109,residential,,,Garso g.,False,,False,90.69496733705297,"LINESTRING (23.887582 54.9455522, 23.8871033 54.9447843)",,,,,
365351505,948085680,0,746681208,secondary,2,50,Vytėnų g.,False,,False,30.079662707913364,"LINESTRING (23.887582 54.9455522, 23.8877645 54.9455197, 23.8880369 54.9454827)",,,,,
365351505,365351504,0,746681208,secondary,2,50,Vytėnų g.,False,,True,85.93979968191084,"LINESTRING (23.887582 54.9455522, 23.887433 54.9455948, 23.8872855 54.9456508, 23.8869065 54.9458364, 23.8865323 54.9460306)",,,,,
365351766,2205035466,0,227751054,residential,2,50,Užnerio g.,False,,False,98.36780380762346,"LINESTRING (23.9081623 54.9500998, 23.9076018 54.9492758)",,,,,
365351766,5079366622,0,227751052,residential,2,50,Užnerio g.,False,,True,83.46456972719115,"LINESTRING (23.9081623 54.9500998, 23.9084334 54.950505, 23.9086543 54.950795)",,,,,
365351766,2205035458,0,992911480,residential,,,Minijos g.,False,,False,123.80731547739694,"LINESTRING (23.9081623 54.9500998, 23.908366 54.9500629, 23.9100119 54.949766)",,,,,
365351766,8062001784,0,992911480,residential,,,Minijos g.,False,,True,104.04735367808334,"LINESTRING (23.9081623 54.9500998, 23.9076193 54.9502012, 23.906613 54.9503895)",,,,,
365353051,5565147754,0,"[252854608, 1227357536]",tertiary,4,50,Žiemgalių g.,False,,True,632.7924125408948,"LINESTRING (23.8820398 54.9212496, 23.8819282 54.9213545, 23.8813399 54.9219408, 23.8808891 54.9223875, 23.8806824 54.9225923, 23.8802023 54.9230673, 23.8795771 54.9236717, 23.8794152 54.9237953, 23.8792262 54.9239542, 23.8778514 54.9248998, 23.877741 54.9249722, 23.8770573 54.9254527, 23.8768622 54.9255948, 23.8766999 54.9257417, 23.8765023 54.9259465)",,,,,
365353051,882543385,0,948644483,secondary,4,50,Baltijos g.,False,,False,274.37719722442415,"LINESTRING (23.8820398 54.9212496, 23.8826416 54.9215078, 23.8831102 54.9216861, 23.8836811 54.9218964, 23.8841453 54.9220644, 23.8848054 54.9223034, 23.8854538 54.9225381, 23.8856293 54.9226017)",,,,,
365353051,451664703,0,1023464341,secondary,4,50,Baltijos g.,False,,True,298.9518823254673,"LINESTRING (23.8820398 54.9212496, 23.8818495 54.9211659, 23.8817549 54.9211243, 23.8807162 54.9206676, 23.8806661 54.9206456, 23.8803745 54.9205174, 23.8801841 54.9204336, 23.8793989 54.9200884, 23.8793594 54.920071, 23.8790604 54.9199395, 23.8783225 54.9196174)",,,,,
365353430,417982626,0,35717984,residential,2,50,Kuršių g.,False,,True,7.2999155992984655,"LINESTRING (23.904939 54.9339297, 23.904834 54.9339556)",,,,,
365353430,5398538083,0,1081148055,residential,1,50,Kuršių g.,True,,False,52.3233733124771,"LINESTRING (23.904939 54.9339297, 23.9050577 54.9338653, 23.9051822 54.9338139, 23.9053126 54.9337628, 23.9054532 54.9337201, 23.9055489 54.9337026, 23.905634 54.9337043)",,,,,
365353576,2679413021,0,26805461,primary,2,50,Varnių g.,True,,False,34.90111242646365,"LINESTRING (23.8895385 54.9151333, 23.8891831 54.9151793, 23.8890184 54.9152235)",,,,,
365353576,365311948,0,"[33351681, 943525100, 254557862, 1097460374]",primary,"['4', '6', '5']",50,Varnių g.,False,,False,186.4855731868106,"LINESTRING (23.8895385 54.9151333, 23.8906571 54.9151101, 23.891381 54.9150941, 23.8918117 54.9150861, 23.8920452 54.9150788, 23.8924538 54.9150657)",,,,,
365353576,880602081,0,56751749,residential,,50,Stanaičių g.,False,,False,172.78379212791162,"LINESTRING (23.8895385 54.9151333, 23.8895461 54.915223, 23.8899636 54.91555, 23.890083 54.9155824, 23.8903162 54.9155734, 23.8917865 54.9155006)",,,,,
365353627,880602236,0,175617457,residential,2,50,A. Stulginskio g.,False,,False,109.90557730924279,"LINESTRING (23.8882949 54.9142199, 23.8884157 54.9142299, 23.8885342 54.9142117, 23.8898952 54.9138851)",,,,,
365353627,880602007,0,"[885316362, 38279588]",residential,2,"['30', '50']",A. Stulginskio g.,False,,True,125.80753776332585,"LINESTRING (23.8882949 54.9142199, 23.8881685 54.9141976, 23.8880632 54.9141734, 23.8877178 54.9140775, 23.8874321 54.9139951, 23.8873065 54.9139589, 23.8865237 54.9137291)",,,,,
365353627,1561496738,0,"[151402408, 1042611231]",tertiary,2,50,Linkuvos g.,True,222,False,177.9074806931596,"LINESTRING (23.8882949 54.9142199, 23.8884326 54.9136179, 23.888518 54.9132378, 23.8885585 54.9130536, 23.88863 54.9127392, 23.8886538 54.9126333)",,,,,
365353696,379497347,0,33351682,primary,2,50,,True,,False,40.463880699057334,"LINESTRING (23.8887582 54.9153657, 23.8885535 54.9154116, 23.8884796 54.9154215, 23.8884149 54.9154187, 23.8883641 54.9154111, 23.8882853 54.9153861, 23.8882329 54.9153578, 23.8881946 54.9153326)",,,,,
365353696,379497359,0,68568361,primary,1,50,Varnių g.,True,,False,33.271044661846574,"LINESTRING (23.8887582 54.9153657, 23.8886011 54.9155154, 23.8885586 54.9155649, 23.8885002 54.9156254)",,,,,
365354022,298421754,0,"[27775203, 791275550]",primary_link,"['4', '3']",50,,False,,True,131.5371464308285,"LINESTRING (23.9068119 54.9131106, 23.9066601 54.9131575, 23.9065565 54.9131897, 23.9064428 54.9132383, 23.9063629 54.9132902, 23.9063085 54.9133655, 23.9062792 54.9134453, 23.9062641 54.9135544, 23.9061735 54.914145)",,,,,
365354022,1557419604,0,"[103437288, 1280503489, 1280503488]",secondary,"['2', '3']",50,Neries krant.,False,,"[False, True]",503.9885225865601,"LINESTRING (23.9068119 54.9131106, 23.9065976 54.9128019, 23.9065449 54.9127389, 23.9064078 54.9125843, 23.9062605 54.9124471, 23.9060766 54.9123158, 23.9059155 54.9122278, 23.9058564 54.9122003, 23.9057519 54.9121517, 23.9056012 54.9120907, 23.9054301 54.9120311, 23.905259 54.9119794, 23.9050393 54.9119337, 23.9048129 54.9119037, 23.9044643 54.9118699, 23.903661 54.9118003, 23.9031954 54.9117605, 23.9020894 54.9116664, 23.9016616 54.9116316, 23.9000331 54.9114927)",,,,,
365354022,409754498,0,"[435460906, 1114845579, 337455703, 435460903]",primary,"['4', '5']",50,Neries krant.,False,,False,206.95259052114102,"LINESTRING (23.9068119 54.9131106, 23.9071686 54.9136345, 23.9073618 54.9140316, 23.907465 54.914236, 23.9075307 54.9143872, 23.9076206 54.9146485, 23.9076728 54.9148979)",,,,,
365354161,480119299,0,26805472,residential,,,Demokratų g.,False,,False,24.116071909489303,"LINESTRING (23.8935473 54.920013, 23.8938908 54.9199232)",,,,,
365354163,3241731159,0,317858558,residential,,50,Demokratų g.,False,,True,66.0490821270962,"LINESTRING (23.8958767 54.9195695, 23.894918 54.9197914)",,,,,
365354163,882381217,0,74697664,residential,,50,Ragučio g.,False,,True,186.72471350982875,"LINESTRING (23.8958767 54.9195695, 23.8957518 54.9194614, 23.895716 54.9194338, 23.8941391 54.9182197)",,,,,
365354163,365354165,0,317858558,residential,,50,Demokratų g.,False,,False,60.41695388043916,"LINESTRING (23.8958767 54.9195695, 23.8962708 54.9194783, 23.8967537 54.9193666)",,,,,
365354165,882381340,0,74697672,residential,,50,Patrimpo g.,False,,True,205.22781352751406,"LINESTRING (23.8967537 54.9193666, 23.8966105 54.9192517, 23.894833 54.9178875)",,,,,
365354165,365354167,0,317858558,residential,,50,Demokratų g.,False,,False,60.97038605434999,"LINESTRING (23.8967537 54.9193666, 23.8974816 54.9191981, 23.8976387 54.9191618)",,,,,
365354165,365354163,0,317858558,residential,,50,Demokratų g.,False,,True,60.41695388043916,"LINESTRING (23.8967537 54.9193666, 23.8962708 54.9194783, 23.8958767 54.9195695)",,,,,
365354167,480117889,0,68577430,secondary,4,50,Panerių g.,False,,False,87.06561936959326,"LINESTRING (23.8976387 54.9191618, 23.8979678 54.9194969, 23.898224 54.9197579, 23.8983083 54.9198437)",,,,,
365354167,458896992,0,254557861,secondary,4,50,Panerių g.,False,,True,219.04047441961353,"LINESTRING (23.8976387 54.9191618, 23.8975278 54.9190501, 23.8974043 54.9189349, 23.8971575 54.9187242, 23.8956502 54.917559)",,,,,
365354167,365354165,0,317858558,residential,,50,Demokratų g.,False,,True,60.97038605434999,"LINESTRING (23.8976387 54.9191618, 23.8974816 54.9191981, 23.8967537 54.9193666)",,,,,
365354167,793440187,0,626013412,unclassified,2,50,Demokratų g.,False,,False,71.85676914023665,"LINESTRING (23.8976387 54.9191618, 23.8978188 54.9191202, 23.8986819 54.9189207)",,,,,
365355175,9168018366,0,992279948,tertiary,1,50,Neries krant.,True,,False,19.57507907600249,"LINESTRING (23.8887396 54.9049726, 23.8886668 54.9049819, 23.8886079 54.9049969, 23.8885598 54.9050274, 23.8885172 54.9050766)",,,,,
365355175,60347832,0,1001208997,secondary,2,50,Neries krant.,True,,False,22.00841418682707,"LINESTRING (23.8887396 54.9049726, 23.8885281 54.9049461, 23.8884124 54.9049149)",,,,,
365355184,2107251110,0,69350094,primary,3,50,Baltų pr.,True,,False,145.39675828936996,"LINESTRING (23.8884811 54.9308676, 23.8888477 54.9309291, 23.8891011 54.9309656, 23.88936 54.9309943, 23.8897421 54.9310139, 23.8900092 54.9310141, 23.8902277 54.9310058, 23.890484 54.9309871, 23.89072 54.9309593)",,,,,
365355197,3762282448,0,68577442,primary,4,50,Neries krant.,False,,True,157.07861026604044,"LINESTRING (23.908788 54.9216826, 23.9087129 54.9214939, 23.9085882 54.9212057, 23.9082572 54.9204147, 23.9082166 54.9203087)",,,,,
365355197,1879968525,0,435460912,primary,2,50,Neries krant.,True,,False,72.38060172812166,"LINESTRING (23.908788 54.9216826, 23.9089329 54.9218061, 23.9089879 54.9219679, 23.9089938 54.9219974, 23.9090402 54.9222292, 23.9090469 54.9223032)",,,,,
365355399,428039459,0,564399910,primary_link,,50,,True,,False,24.31371660341999,"LINESTRING (23.8877837 54.9306655, 23.8877064 54.9308796)",,,,,
365355399,365355184,0,"[882582836, 759234446]",primary,2,50,Baltų pr.,True,,False,49.990677152250214,"LINESTRING (23.8877837 54.9306655, 23.8880739 54.9307644, 23.8884811 54.9308676)",,,,,
365368844,676151037,0,16728644,unclassified,2,50,T. Masiulio g.,False,,True,437.9593863125405,"LINESTRING (24.0029009 54.8761108, 24.003241 54.8762383, 24.0034465 54.8763386, 24.0035956 54.8764415, 24.0037604 54.8765905, 24.0047206 54.8776143, 24.0048306 54.8777162, 24.0049566 54.8777972, 24.005121 54.8778827, 24.0058243 54.8781737, 24.0075532 54.8788829)",,,,,
365377286,2637957660,0,10059104,tertiary,,,Balčkalnio g.,False,,False,508.3101404255257,"LINESTRING (23.9663804 54.8497542, 23.9664809 54.8500934, 23.9667665 54.850987, 23.9668783 54.851267, 23.9669696 54.8515082, 23.96701 54.8515966, 23.9670999 54.8516953, 23.9675447 54.8520256, 23.9677299 54.8522606, 23.967806 54.8523979, 23.9678855 54.852545, 23.9679902 54.8527364, 23.9692097 54.8539555)",,,,,
365377286,445090519,0,608101550,primary,2,70,Marijampolės pl.,False,139,True,526.5219125264489,"LINESTRING (23.9663804 54.8497542, 23.9668393 54.8500071, 23.9723195 54.85303)",,,,,
365377286,32843236,0,913664930,primary,2,70,Marijampolės pl.,False,139,False,176.522109828669,"LINESTRING (23.9663804 54.8497542, 23.9658446 54.8494537, 23.9644059 54.8486461)",,,,,
365377644,365377647,0,32498616,residential,,,Astravo g.,False,,False,96.04998660780396,"LINESTRING (23.9812258 54.8592406, 23.9819956 54.8586973, 23.9821766 54.8585723)",,,,,
365377644,1931069731,0,32498616,residential,,,Astravo g.,False,,True,232.5998870290373,"LINESTRING (23.9812258 54.8592406, 23.9809281 54.859483, 23.9807779 54.8595926, 23.9804413 54.8597795, 23.9802099 54.8598893, 23.9798552 54.8600511, 23.979418 54.860258, 23.9792865 54.8603599, 23.9791196 54.8604956, 23.9789137 54.8606269, 23.9788359 54.8606717, 23.9788024 54.8607018, 23.9787729 54.8607574)",,,,,
365377644,1931069753,0,182751266,residential,,,Pelesos g.,False,,False,185.93167507619523,"LINESTRING (23.9812258 54.8592406, 23.9816655 54.8595653, 23.9820544 54.8598471, 23.9826844 54.8604478, 23.982769 54.8605495, 23.9828336 54.8606272)",,,,,
365377644,8169173447,0,878040063,residential,,,Pelesos g.,False,,True,205.05045295833105,"LINESTRING (23.9812258 54.8592406, 23.9808415 54.8590208, 23.9799737 54.8583859, 23.979008 54.8579214)",,,,,
365377647,365377644,0,32498616,residential,,,Astravo g.,False,,True,96.04998660780396,"LINESTRING (23.9821766 54.8585723, 23.9819956 54.8586973, 23.9812258 54.8592406)",,,,,
365377647,2178531650,0,36573940,primary,2,50,Marijampolės pl.,False,139,True,155.03759994421293,"LINESTRING (23.9821766 54.8585723, 23.9825176 54.8588031, 23.9827071 54.8589412, 23.9832719 54.8593816, 23.9836224 54.8596893)",,,,,
365377647,911878508,0,204948276,residential,,,Gudobelių tak.,False,,False,450.52386003835085,"LINESTRING (23.9821766 54.8585723, 23.982414 54.8583909, 23.9827169 54.8581673, 23.983083 54.857897, 23.9837255 54.8574225, 23.9849725 54.8568743, 23.9850941 54.8568253, 23.9854634 54.8566765, 23.986239 54.8564222, 23.9868183 54.8561566, 23.987456 54.8559775)",,,,,
365377647,445090519,0,608101550,primary,2,70,Marijampolės pl.,False,139,False,882.0780518152209,"LINESTRING (23.9821766 54.8585723, 23.9820632 54.8584988, 23.9818896 54.8583861, 23.9812915 54.8580341, 23.9806826 54.8576913, 23.9787772 54.8566238, 23.9783538 54.8563866, 23.9777552 54.8560527, 23.9759239 54.8550227, 23.9746605 54.8543283, 23.9740976 54.8540057, 23.9723195 54.85303)",,,,,
365377666,722953645,0,68692878,tertiary,,,Balčkalnio g.,False,,False,52.41110024867611,"LINESTRING (23.9767373 54.8612375, 23.9768337 54.8612398, 23.9769497 54.8612345, 23.977399 54.8611823, 23.9774546 54.8611827, 23.9775422 54.8611991)",,,,,
365377666,82662839,0,"[948644475, 68692878]",tertiary,,,Balčkalnio g.,False,,True,200.63112872981898,"LINESTRING (23.9767373 54.8612375, 23.9765576 54.8612125, 23.9747546 54.8609376, 23.9742254 54.8608571, 23.9740609 54.8608331, 23.9738329 54.8607999, 23.9737069 54.8607762)",,,,,
365377668,722953645,0,68692877,tertiary,,,Volungių g.,False,,False,27.414306735706347,"LINESTRING (23.97785 54.8610278, 23.9777892 54.8610658, 23.9776162 54.8611596, 23.9775422 54.8611991)",,,,,
365377668,1931069731,0,68692877,tertiary,,,Volungių g.,False,,True,71.29627249624781,"LINESTRING (23.97785 54.8610278, 23.9779664 54.860955, 23.9782693 54.8608078, 23.978359 54.8607642, 23.9784577 54.8607381, 23.9786049 54.8607352, 23.9787729 54.8607574)",,,,,
365377668,722953646,0,682373930,residential,,,Pakalniškių g.,False,,False,251.15012496536582,"LINESTRING (23.97785 54.8610278, 23.979489 54.8622597, 23.9795038 54.8623012, 23.9794407 54.8623392, 23.9785837 54.8627017)",,,,,
365378824,3812784499,0,377872367,tertiary,1,50,A. Smetonos al.,True,,False,26.072516347899153,"LINESTRING (23.9566261 54.8628448, 23.9565823 54.8627705, 23.9565325 54.8627193, 23.9564433 54.8626366)",,,,,
365378824,60347479,0,377872373,tertiary,,50,A. Smetonos al.,False,,False,310.26437894626395,"LINESTRING (23.9566261 54.8628448, 23.9565808 54.8629579, 23.9562398 54.8633943, 23.9562064 54.8634537, 23.9561934 54.863486, 23.9561807 54.8635369, 23.9561793 54.8635793, 23.9561947 54.8636127, 23.9563258 54.8637869, 23.9564071 54.8638842, 23.9565001 54.8639955, 23.9568637 54.8644306, 23.9574853 54.8650872, 23.9575952 54.865195, 23.9577141 54.8652835, 23.9578079 54.8653466)",,,,,
